Admission Date,Company Name,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (million GBP)
15/06/2005,LIVERMORE INVESTMENTS GROUP LIMITED,Financials,Financial Services ,British Virgin Islands,North America,AIM ,Yes,93.43
08/10/1986,LLOYDS BANKING GROUP PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,"37,788.65"
30/06/2009,LMS CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,13.64
25/04/2017,LOGISTICS DEVELOPMENT GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,78.65
29/11/1944,LONDON & ASSOCIATED PROPERTIES PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,7.47
13/11/1946,LONDON FINANCE & INVESTMENT GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,21.12
01/10/2010,LONDONMETRIC PROPERTY PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"3,817.67"
30/12/1999,LONDON SECURITY PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,441.36
20/07/2001,LONDON STOCK EXCHANGE GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"63,960.23"
20/07/2021,LORDS GROUP TRADING PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,53.91
29/04/2019,LOUNGERS PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,336.83
05/04/1966,LOWLAND INVESTMENT COMPANY PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,336.69
07/05/2002,LPA GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,7.16
21/11/2006,LSL PROPERTY SERVICES PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,304.88
17/10/2016,LUCECO PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,252.46
08/07/2021,"LUNGLIFE AI, INC",Health Care ,Health Care  ,United States,North America,AIM ,Yes,7.74
24/12/2021,MAC ALPHA LIMITED,Financials,Financial Services ,U.S. Virgin Islands,North America,MAIN MARKET ,Yes,1.23
30/06/2010,MACAU PROPERTY OPPORTUNITIES FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,16.39
20/06/1973,MACFARLANE GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,173.96
30/09/2021,MADE TECH GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,41.43
22/12/2017,MADINET NASR FOR HOUSING & DEVELOPMENT S.A.E.,Real Estate,Real Estate ,Egypt,Middle East,ADMISSION TO TRADING ONLY ,Yes,-
27/09/2004,MAHINDRA & MAHINDRA LIMITED,Consumer Discretionary,Automobiles and Parts,India,Asia,ADMISSION TO TRADING ONLY ,Yes,-
28/04/2016,MAINTEL HOLDINGS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,34.47
05/03/1941,MAJEDIE INVESTMENTS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,137.8
10/12/2004,MALVERN INTERNATIONAL PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,5.38
08/12/1997,MANCHESTER & LONDON INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,291.16
22/01/1990,MANDARIN ORIENTAL INTERNATIONAL LD,Consumer Discretionary,Travel and Leisure,Bermuda,North America,MAIN MARKET ,Yes,"3,885.36"
02/06/1995,MANDO MACHINERY CORPORATION,Consumer Discretionary,Automobiles and Parts,South Korea,Asia,MAIN MARKET ,Yes,-
06/11/2012,MAN GROUP PLC,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,"2,555.92"
14/12/2018,MANOLETE PARTNERS PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,44.64
30/01/2008,MANX FINANCIAL GROUP PLC,Financials,Financial Services ,Isle of Man,Europe,AIM ,No,18.56
03/03/2008,MARECHALE CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,3.76
19/03/2002,MARKS AND SPENCER GROUP PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,"6,888.98"
05/11/2021,MARKS ELECTRICAL GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,56.67
31/03/2016,MARLOWE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,266.04
08/07/2004,MARSHALLS PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,660.25
23/05/1947,MARSTON'S PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,258.45
22/03/1999,MARTIN CURRIE GLOBAL PORTFOLIO TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,231.33
18/12/2000,MARUWA CO. LTD,Industrials,Industrial Goods and Services,Japan,Asia,MAIN MARKET ,Yes,"2,496.15"
04/12/2020,MARWYN ACQUISITION COMPANY III LIMITED,Financials,Financial Services ,British Virgin Islands,North America,MAIN MARKET ,Yes,0.53
08/12/2008,MARWYN VALUE INVESTORS LIMITED,Financials,Financial Services ,Cayman Islands,North America,MAIN MARKET ,Yes,57.08
14/04/2021,MAST ENERGY DEVELOPMENTS PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,0.9
12/12/2001,MAVEN INCOME AND GROWTH VCT 3 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,61.08
04/12/2000,MAVEN INCOME AND GROWTH VCT 5 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,64.5
17/02/2005,MAVEN INCOME & GROWTH VCT 4 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,80.02
06/04/2000,MAVEN INCOME & GROWTH VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,63.95
29/03/2016,MAXCYTE INC,Health Care ,Health Care  ,United States,North America,AIM ,Yes,393.25
13/07/1995,MCBRIDE PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,239.27
28/02/2014,MCCOLL'S RETAIL GROUP PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,4.71
14/07/2004,M&C SAATCHI PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,223.12
23/06/2008,MEARS GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,320.99
21/12/2022,MEDCAW INVESTMENTS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.69
22/02/2005,MEDIAZEST PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,1.19
05/12/1962,ME GROUP INTERNATIONAL PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,806.38
24/11/1943,MEIKLES LIMITED,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",Zimbabwe,Africa,MAIN MARKET ,Yes,-
31/08/2016,MELROSE INDUSTRIES PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"7,879.29"
31/07/2015,MENHADEN RESOURCE EFFICIENCY PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,125.33
03/07/1952,MERCANTILE INVESTMENT TRUST (THE) PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,837.06"
07/10/2010,MERCANTILE PORTS & LOGISTICS LIMITED,Industrials,Industrial Goods and Services,Guernsey,Europe,AIM ,No,4.19
09/03/1954,MERCHANTS TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,825.24
18/12/2014,MERCIA ASSET MANAGEMENT PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,114.3
31/03/2003,MERIT GROUP PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,4.91
22/10/2004,METALS EXPLORATION PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,133.03
31/07/2023,METALS ONE PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,0.9
22/05/2023,METRO BANK HOLDINGS PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,687.79
14/11/2018,M&G CREDIT INCOME INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,143.07
21/10/2019,M&G PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"5,011.83"
15/05/2008,MHP SE,Consumer Staples ,"Food, Beverage and Tobacco ",Luxembourg,Europe,MAIN MARKET ,Yes,-
26/05/2004,MICHELMERSH BRICK HOLDINGS PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,102.11
22/07/2021,MICROLISE GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,150.73
11/04/2011,MICROSAIC SYSTEMS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,1.52
01/02/2024,MICROSALT PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,33.75
06/07/2006,MIDDLEFIELD CANADIAN INCOME PCC,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,126.14
06/05/2016,MIDWICH GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,277.29
21/10/1981,MID-WYND INTERNATIONAL INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,376.17
06/04/2004,MIGO OPPORTUNITIES TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,71
07/10/2016,MILA RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,1.44
04/10/2022,MILTON CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.58
26/11/2013,MINCON GROUP PLC,Industrials,Industrial Goods and Services,Ireland,Europe,AIM ,Yes,76.49
02/12/2003,MINDFLAIR PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,5.27
28/06/2018,MIND GYM PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,23.58
16/10/2006,MINERAL & FINANCIAL INVESTMENTS LIMITED,Financials,Financial Services ,Cayman Islands,North America,AIM ,Yes,5.47
08/07/2022,MING YANG SMART ENERGY GROUP LIMITED,Energy,Energy,China,Asia,MAIN MARKET ,Yes,-
02/05/2007,MINOAN GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,3.72
05/06/2023,MIOTAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.9
19/12/2017,MIRRIAD ADVERTISING PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,1.96
15/04/2003,MITCHELLS & BUTLERS PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,"1,391.58"
29/11/1988,MITIE GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,474.50"
30/04/2015,MITON UK MICROCAP TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,21.18
19/12/2014,MJ GLEESON PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,285.13
15/06/2016,MKANGO RESOURCES LTD,Basic Materials,Basic Resources,Canada,North America,AIM ,Yes,27.03
08/10/2004,MOBEUS INCOME & GROWTH VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,177.43
26/04/1995,MOBICO GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,451.35
15/02/2006,MOBILE STREAMS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,40.13
08/03/2006,MOBILE TORNADO GROUP PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,7.24
05/07/2007,MOBILITYONE LIMITED,Industrials,Industrial Goods and Services,Jersey,Europe,AIM ,No,2.29
01/10/2018,MOBIUS INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,170.24
31/10/2022,MOH NIPPON PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,78.31
15/06/2016,MOLTEN VENTURES PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,590.2
18/05/1998,MOLTEN VENTURES VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,105.94
03/07/2007,MONDI PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"5,572.83"
29/01/1952,MONKS INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"2,594.32"
13/05/1981,MONTANARO EUROPEAN SMALLER C. TST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,292.09
16/03/1995,MONTANARO UK SMALLER COMPANIES INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,176.3
31/07/2007,MONY GROUP PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,"1,042.59"
02/02/2021,MOONPIG GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,772.51
02/10/1946,MORGAN ADVANCED MATERIALS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,775
28/10/1994,MORGAN SINDALL GROUP PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,"1,768.96"
14/11/2014,MORTGAGE ADVICE BUREAU (HOLDINGS) PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,414.97
20/03/2014,MOSMAN OIL AND GAS LIMITED,Energy,Energy,Australia,Pacific,AIM ,Yes,7.81
08/01/1986,MOTHERCARE PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,21.31
13/05/2016,MOTORPOINT GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,108.27
17/02/1960,MOUNTVIEW ESTATES PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,349.94
19/06/2014,MPAC GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,169.91
28/10/2002,M.P. EVANS GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,537.42
24/03/1965,MS INTERNATIONAL PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,161.6
16/03/2006,MTI WIRELESS EDGE LTD.,Telecommunications,Telecommunications,Israel,Middle East,AIM ,Yes,40.94
23/05/1996,MULBERRY GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,66.95
17/09/1953,MURRAY INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,868.07
21/06/1945,MURRAY INTERNATIONAL TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,616.94"
12/11/2009,M WINKWORTH PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,25.82
04/08/2011,MYCELX TECHNOLOGIES CORPORATION,Industrials,Industrial Goods and Services,United States,North America,AIM ,Yes,8.19
26/07/2016,MYHEALTHCHECKED PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,10.15
07/06/2005,N4 PHARMA PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,2.76
29/05/2014,NAHL GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,37.54
11/11/1996,NAKED WINES PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,40.7
01/05/2015,NANOCO GROUP PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,22.19
08/03/2021,NARF INDUSTRIES PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,7.21
31/01/2002,NATIONAL GRID PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,"47,933.55"
19/09/2019,NATIONAL WORLD PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,60.22
11/07/1986,NATIONWIDE BUILDING SOCIETY,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,"1,377.49"
12/12/2005,NATIVO RESOURCES PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,1.34
10/07/1968,NATWEST GROUP PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,"34,883.67"
10/06/2010,NB DISTRESSED DEBT INVESTMENT FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,37.79
30/06/2009,NB PRIVATE EQUITY PARTNERS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,713.63
13/07/2007,NCC GROUP PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,449.45
13/01/2017,NEO ENERGY METALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,10.16
28/02/2022,NEOMETALS LTD,Basic Materials,Basic Resources,Australia,Pacific,AIM ,Yes,26.93
30/07/2010,NETCALL PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,179.16
14/09/2021,NET ZERO INFRASTRUCTURE PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.82
04/08/2020,NEW FRONTIER MINERALS LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,11.99
20/09/2002,NEWMARK SECURITY PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,6.8
18/08/2016,NEWRIVER REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,363.21
02/05/2000,NEW STAR INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,78.13
31/03/2005,NEXT 15 GROUP PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,342.12
25/04/2014,NEXTENERGY SOLAR FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,378.66
21/05/2013,NEXTEQ PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,43.17
25/11/2002,NEXT PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,"12,302.73"
11/07/2017,NEXUS INFRASTRUCTURE PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,10.93
28/05/2014,NEXXEN INTERNATIONAL LTD,Consumer Discretionary,Media,Israel,Middle East,AIM ,Yes,500.92
11/06/2004,NICHOLS PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,474.89
16/03/2020,NINETY ONE PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,935.8
18/03/2014,NIOX GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,238.79
21/02/2020,NIPPON ACTIVE VALUE FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,364.1
16/07/2007,NORCROS PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,209.28
03/12/2008,NORMAN BROADBENT PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,2.01
02/09/2013,NORTHAMBER PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,7.26
21/10/1952,NORTH AMERICAN INCOME TRUST (THE) PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,428.07
31/01/1973,NORTH ATLANTIC SMALLER COMPANIES INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,495.75
27/07/2021,NORTHCODERS GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,12.94
21/04/1999,NORTHERN 2 VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,116.18
17/12/2001,NORTHERN 3 VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,120.27
19/12/2006,NORTHERN BEAR PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,7.56
11/09/1995,NORTHERN ELECTRIC PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,155.78
01/11/1995,NORTHERN VENTURE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,110.18
23/02/2005,NOSTRA TERRA OIL AND GAS COMPANY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,1.79
20/06/2014,NOSTRUM OIL & GAS PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,4.74
01/11/2017,NOVACYT S.A.,Health Care ,Health Care  ,France,Europe,AIM ,Yes,37.61
14/11/2018,"NOVA LJUBLJANSKA BANKA D.D., LJUBLJANA",Financials,Banks,Slovenia,Europe,MAIN MARKET ,Yes,-
17/12/2015,NUFORMIX PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,0.99
25/09/1995,NWF GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,77.64
03/08/2007,OAKLEY CAPITAL INVESTMENTS LIMITED,Financials,Financial Services ,Bermuda,North America,MAIN MARKET ,Yes,850.34
03/04/2007,OBERON AIM VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1.67
26/07/2010,OCADO GROUP PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,"2,520.57"
04/04/2023,OCEAN HARVEST TECHNOLOGY GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,8.81
13/07/1992,OCEAN WILSONS (HOLDINGS) LD,Industrials,Industrial Goods and Services,Bermuda,North America,MAIN MARKET ,Yes,465.02
25/01/2006,OCTOPUS AIM VCT 2 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,77.27
17/03/1998,OCTOPUS AIM VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,111.65
17/10/2006,OCTOPUS APOLLO VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,425.68
05/04/2022,OCTOPUS FUTURE GENERATIONS VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,44.5
10/12/2019,OCTOPUS RENEWABLES INFRASTRUCTURE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,378.96
28/12/2007,OCTOPUS TITAN VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,716.54
01/05/2018,ODYSSEAN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,207.63
06/12/2006,OIL AND GAS DEVELOPMENT COMPANY LIMITED,Energy,Energy,Pakistan,Asia,MAIN MARKET ,Yes,-
26/06/2018,OLD MUTUAL LIMITED,Financials,Insurance,South Africa,Africa,MAIN MARKET ,Yes,"2,493.12"
18/05/2016,ONCIMMUNE HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,11.29
06/12/2021,ONDINE BIOMEDICAL INC.,Health Care ,Health Care  ,Canada,North America,AIM ,Yes,55.25
28/07/2021,ONDO INSURTECH PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,45.46
25/05/2023,ONEIRO ENERGY PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,4.67
18/04/2013,ONE MEDIA IP GROUP PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,10.01
22/09/2015,ON THE BEACH GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,414.85
30/03/2023,ONWARD OPPORTUNITIES LIMITED,Financials,Financial Services ,Guernsey,Europe,AIM ,No,33.33
30/05/2008,OPG POWER VENTURES PLC,Utilities,Utilities,Isle of Man,Europe,AIM ,No,19.03
05/08/2014,OPTIBIOTIX HEALTH PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,16.16
26/09/2024,OPTIMA HEALTH PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,132.28
20/04/2011,ORACLE POWER PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,1.8
13/03/2012,ORASCOM INVESTMENT HOLDING S.A.E,Telecommunications,Telecommunications,Egypt,Middle East,MAIN MARKET ,Yes,-
15/07/2021,ORCADIAN ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,6.91
01/07/2015,ORCHARD FUNDING GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,6.41
18/10/2017,ORIENT TELECOMS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,MAIN MARKET ,No,0.8
05/06/2007,ORIGIN ENTERPRISES PLC,Consumer Staples ,"Food, Beverage and Tobacco ",Ireland,Europe,AIM ,Yes,241.4
04/01/2006,ORIOLE RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,10.19
15/12/2004,OROSUR MINING INC,Basic Materials,Basic Resources,Canada,North America,AIM ,Yes,16.22
02/03/1995,ORYX INTERNATIONAL GROWTH FUND LTD,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,152.6
30/11/2020,OSB GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,557.98"
27/09/2004,OTP BANK PLC,Financials,Banks,Hungary,Europe,ADMISSION TO TRADING ONLY ,Yes,-
30/06/2005,OVOCA BIO PLC,Health Care ,Health Care  ,Ireland,Europe,AIM ,Yes,1.37
06/12/2016,OXFORD BIODYNAMICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,1.94
17/04/2001,OXFORD BIOMEDICA PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,441.86
12/10/1983,OXFORD INSTRUMENTS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,218.99"
10/04/2001,OXFORD METRICS PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,62.77
30/09/2021,OXFORD NANOPORE TECHNOLOGIES PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,"1,392.45"
05/04/2000,OXFORD TECHNOLOGY 2 VENTURE CAPITAL TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,2.4
29/01/1985,PACIFIC ASSETS TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,431.83
12/05/2014,PACIFIC GLOBAL HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,1.58
22/09/1989,PACIFIC HORIZON INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,526.89
02/04/2001,PAGEGROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,076.56"
06/01/2006,PALACE CAPITAL PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,66.16
31/07/2007,PAN AFRICAN RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,811.73
16/11/2021,PANTHEON INFRASTRUCTURE PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,418.01
